tab	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	bed_dip	bed_dip_direction	lat	lon	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_n_samples	dir_comp_name	vgp_lat	vgp_lon	description
SC 8	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	85.0	51	40.9518	250.2012	750	800	Ma	100.0	48.5	-19.9	6.2	61.4	10.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 9	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	43.0	23	40.9518	250.2012	750	800	Ma	100.0	31.0	18.5	5.4	45.2	17.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 14	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	39.0	31	40.9518	250.2012	750	800	Ma	100.0	48.6	20.3	6.7	53.3	10.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 19	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	40.0	33	40.9518	250.2012	750	800	Ma	100.0	64.6	3.4	8.0	42.7	9.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 21	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	43.0	29	40.9518	250.2012	750	800	Ma	100.0	57.9	3.7	7.1	47.1	10.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 46	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	102.0	82	40.9518	250.2012	750	800	Ma	100.0	61.9	-15.4	2.5	718.8	6.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 47	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	102.0	84	40.9518	250.2012	750	800	Ma	100.0	66.1	-19.0	4.5	221.5	6.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 70	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	44.0	32	40.9518	250.2012	750	800	Ma	100.0	39.2	15.0	7.0	55.6	9.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 74	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	39.0	24	40.9518	250.2012	750	800	Ma	100.0	31.0	28.0	9.5	65.8	5.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 78	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	32	40.9518	250.2012	750	800	Ma	100.0	21.9	43.5	2.0	739.8	8.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 79	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	23.0	352	40.9518	250.2012	750	800	Ma	100.0	3.4	41.5	3.8	218.5	8.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 81	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	34.0	12	40.9518	250.2012	750	800	Ma	100.0	41.2	26.6	9.1	55.1	6.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 82	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	41.0	21	40.9518	250.2012	750	800	Ma	100.0	32.4	18.7	8.0	49.1	8.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-01	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	72	40.8617	251.1947	750	800	Ma	100.0	25.0	46.0	6.1	414.6	4.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-02	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	16.0	60	40.8617	251.1947	750	800	Ma	100.0	25.0	44.0	7.6	79.0	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-03	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	28.0	70	40.8617	251.1947	750	800	Ma	100.0	24.0	39.0	9.4	67.1	5.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW_04	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	28.0	70	40.8617	251.1947	750	800	Ma	100.0	28.0	44.0	2.5	741.5	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-05	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	60	40.8617	251.1947	750	800	Ma	100.0	26.0	43.0	3.7	420.1	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-06	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	100.0	25.0	42.0	1.9	1287.0	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-07	Irish Canyon Section	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	100.0						overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-08	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	100.0	28.0	39.0	3.4	399.7	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW_09	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	100.0	24.0	39.0	2.4	1047.9	5.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-10	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	58	40.8617	251.1947	750	800	Ma	100.0	22.0	41.0	5.0	231.1	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-11	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	58	40.8617	251.1947	750	800	Ma	100.0	23.0	40.0	2.5	1302.2	5.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-12	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	38.0	55	40.8617	251.1947	750	800	Ma	100.0	26.0	33.0	12.3	101.6	4.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-13	Irish Canyon Section	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	52	40.8617	251.1947	750	800	Ma	100.0						overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-14	Irish Canyon Section	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	52	40.8617	251.1947	750	800	Ma	100.0						overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 01	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	96	40.8617	251.1947	750	800	Ma	100.0	36.5	53.7	5.1	119.2	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 02	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	96	40.8617	251.1947	750	800	Ma	100.0	49.2	59.8	26.0	553.6	7.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 03	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	96	40.8617	251.1947	750	800	Ma	100.0	47.6	59.3	9.3	31.4	9.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 05	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	77	40.8617	251.1947	750	800	Ma	100.0	39.5	46.1	2.8	294.1	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 06	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	64	40.8617	251.1947	750	800	Ma	100.0	32.7	45.9	1.3	1702.2	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 07	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	23.0	39	40.8617	251.1947	750	800	Ma	100.0	27.3	40.4	3.0	415.3	7.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 08	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	28.0	47	40.8617	251.1947	750	800	Ma	100.0	32.0	37.9	2.9	5276.0	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 10	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	21.0	71	40.8617	251.1947	750	800	Ma	100.0	35.8	42.6	2.1	7226.0	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 11	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	33.0	59	40.8617	251.1947	750	800	Ma	100.0	34.0	31.0	3.4	232.1	9.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC12	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	79	40.8617	251.1947	750	800	Ma	100.0	30.9	40.4	4.6	231.0	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 14	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	25.0	70	40.8617	251.1947	750	800	Ma	100.0	38.2	44.4	1.8	1103.5	7.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 1	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	120	40.5364	251.6078	750	800	Ma	100.0	18.3	67.5	8.6	43.1	7.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 2	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	120	40.5364	251.6078	750	800	Ma	100.0	15.2	64.9	3.1	226.4	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 3	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	120	40.5364	251.6078	750	800	Ma	100.0	18.4	68.5	6.5	42.5	12.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 4	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	8.0	122	40.5364	251.6078	750	800	Ma	100.0	40.5	62.1	12.2	16.7	9.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 5	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	205	40.5364	251.6078	750	800	Ma	100.0	304.3	69.2	7.6	33.8	11.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 6	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	205	40.5364	251.6078	750	800	Ma	100.0	301.0	76.6	9.2	21.2	12.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 7	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	204	40.5364	251.6078	750	800	Ma	100.0	292.0	71.3	8.4	34.6	9.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 8	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	33.0	247	40.5364	251.6078	750	800	Ma	100.0	293.8	52.7	7.1	42.8	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 9	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	144	40.5364	251.6078	750	800	Ma	100.0	139.6	26.9	46.6	1.8	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 10	Cross Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	144	40.5364	251.6078	750	800	Ma	100.0	82.1	72.9	16.1	9.0	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 11	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	144	40.5364	251.6078	750	800	Ma	100.0	17.6	74.1	3.8	163.1	9.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 12	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	147	40.5364	251.6078	750	800	Ma	100.0	6.4	71.7	4.3	103.1	11.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 13	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	147	40.5364	251.6078	750	800	Ma	100.0	1.0	55.5	5.3	170.0	5.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 14	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	11.0	289	40.5364	251.6078	750	800	Ma	100.0	336.1	53.7	3.9	112.6	12.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 15	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	10.0	114	40.5364	251.6078	750	800	Ma	100.0	11.9	64.7	2.0	646.4	8.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 16	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	10.0	114	40.5364	251.6078	750	800	Ma	100.0	9.8	64.7	2.7	446.6	7.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 17	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	49	40.5364	251.6078	750	800	Ma	100.0	25.1	51.2	9.4	43.5	6.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 18	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	8.0	182	40.5364	251.6078	750	800	Ma	100.0	328.3	66.8	5.5	70.3	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 20	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	13.0	127	40.5364	251.6078	750	800	Ma	100.0	11.3	62.4	4.0	171.6	8.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 21	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	112	40.5364	251.6078	750	800	Ma	100.0	21.2	56.9	5.3	97.1	8.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 22	Cross Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	127	40.5364	251.6078	750	800	Ma	100.0	349.7	56.1	17.1	16.7	5.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 22	Cross Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	127	40.5364	251.6078	750	800	Ma	100.0	94.8	-63.7	18.9	13.9	5.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 1	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	47	40.5757	251.5049	750	800	Ma	100.0	14.2	37.6	6.0	86.8	7.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
