tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	lt	13.7	95.2	66.7	2.6	1	5	-1.0	CS7-6a_LP-DIR-T	hargrave 2021-07-08 18:43:03	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS7-6	pmagpy-4.2.24-1: demag_gui	CS7-6a
This study															LP-NOMAG		CS7-6		CS7-6a
This study															LP-NOMAG		CS7-7		CS7-7a
This study	lt	13.5	105.7	74.2	0.8	1	5	-1.0	CS7-7a_LP-DIR-T	hargrave 2021-07-08 18:44:09	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS7-7	pmagpy-4.2.24-1: demag_gui	CS7-7a
This study	lt	13.5	9.1	64.6	0.8	1	5	0.0	CS7-7a_LP-DIR-T	hargrave 2021-07-08 18:44:09	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS7-7	pmagpy-4.2.24-1: demag_gui	CS7-7a
This study	lt	13.5	77.3	28.6	0.8	1	5	100.0	CS7-7a_LP-DIR-T	hargrave 2021-07-08 18:44:09	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS7-7	pmagpy-4.2.24-1: demag_gui	CS7-7a
This study	mt	19.9	16.6	31.3	13.6	2	11	-1.0	CS7-8a_LP-DIR-T	hargrave 2021-07-08 18:45:18	u	849.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS7-8	pmagpy-4.2.24-1: demag_gui	CS7-8a
This study	lt	21.1	135.6	49.1	2.0	2	5	-1.0	CS7-8a_LP-DIR-T	hargrave 2021-07-08 18:45:18	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS7-8	pmagpy-4.2.24-1: demag_gui	CS7-8a
This study	mt	19.9	327.9	46.2	13.6	2	11	100.0	CS7-8a_LP-DIR-T	hargrave 2021-07-08 18:45:18	u	849.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS7-8	pmagpy-4.2.24-1: demag_gui	CS7-8a
This study	lt	21.1	15.9	61.9	2.0	2	5	0.0	CS7-8a_LP-DIR-T	hargrave 2021-07-08 18:45:18	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS7-8	pmagpy-4.2.24-1: demag_gui	CS7-8a
This study															LP-NOMAG		CS7-8		CS7-8a
This study	lt	21.1	74.9	25.1	2.0	2	5	100.0	CS7-8a_LP-DIR-T	hargrave 2021-07-08 18:45:18	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS7-8	pmagpy-4.2.24-1: demag_gui	CS7-8a
This study	mt	19.9	313.8	-6.4	13.6	2	11	0.0	CS7-8a_LP-DIR-T	hargrave 2021-07-08 18:45:18	u	849.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS7-8	pmagpy-4.2.24-1: demag_gui	CS7-8a
This study															LP-NOMAG		CS7-9		CS7-9a
This study	lt	30.2	143.1	29.0	5.2	1	5	-1.0	CS7-9a_LP-DIR-T	hargrave 2021-06-17 16:40:52	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS7-9	pmagpy-4.2.24-1: demag_gui	CS7-9a
This study	lt	30.2	18.4	58.1	5.2	1	5	0.0	CS7-9a_LP-DIR-T	hargrave 2021-06-17 16:40:52	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS7-9	pmagpy-4.2.24-1: demag_gui	CS7-9a
This study	lt	30.2	71.4	22.9	5.2	1	5	100.0	CS7-9a_LP-DIR-T	hargrave 2021-06-17 16:40:52	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS7-9	pmagpy-4.2.24-1: demag_gui	CS7-9a
This study	lt	55.2	67.2	45.9	11.8	2	14	100.0	CS8-1a_LP-DIR-T	hargrave 2021-07-07 16:46:53	u	748.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-1	pmagpy-4.2.24-1: demag_gui	CS8-1a
This study	mt	3.3	291.2	55.8	2.5	2	7	100.0	CS8-1a_LP-DIR-T	hargrave 2021-07-07 16:46:53	u	847.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-1	pmagpy-4.2.24-1: demag_gui	CS8-1a
This study	lt	55.2	10.1	39.9	11.8	2	14	0.0	CS8-1a_LP-DIR-T	hargrave 2021-07-07 16:46:53	u	748.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-1	pmagpy-4.2.24-1: demag_gui	CS8-1a
This study	mt	3.3	301.3	3.2	2.5	2	7	0.0	CS8-1a_LP-DIR-T	hargrave 2021-07-07 16:46:53	u	847.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-1	pmagpy-4.2.24-1: demag_gui	CS8-1a
This study	mt	3.3	342.6	47.0	2.5	2	7	-1.0	CS8-1a_LP-DIR-T	hargrave 2021-07-07 16:46:53	u	847.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-1	pmagpy-4.2.24-1: demag_gui	CS8-1a
This study															LP-NOMAG		CS8-1		CS8-1a
This study	lt	55.2	103.8	48.5	11.8	2	14	-1.0	CS8-1a_LP-DIR-T	hargrave 2021-07-07 16:46:53	u	748.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-1	pmagpy-4.2.24-1: demag_gui	CS8-1a
This study	lt	49.3	107.9	50.4	7.0	2	14	-1.0	CS8-2a_LP-DIR-T	hargrave 2021-07-21 08:59:40	u	748.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-2	pmagpy-4.2.24-1: demag_gui	CS8-2a
This study	lt	49.3	10.3	43.1	7.0	2	14	0.0	CS8-2a_LP-DIR-T	hargrave 2021-07-21 08:59:40	u	748.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-2	pmagpy-4.2.24-1: demag_gui	CS8-2a
This study	mt	0.0	307.8	-0.7	1.3	2	6	0.0	CS8-2a_LP-DIR-T	hargrave 2021-07-21 08:59:40	u	838.0	788.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CS8-2	pmagpy-4.2.24-1: demag_gui	CS8-2a
This study	mt	0.0	303.7	53.5	1.3	2	6	100.0	CS8-2a_LP-DIR-T	hargrave 2021-07-21 08:59:40	u	838.0	788.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CS8-2	pmagpy-4.2.24-1: demag_gui	CS8-2a
This study	lt	49.3	71.7	46.3	7.0	2	14	100.0	CS8-2a_LP-DIR-T	hargrave 2021-07-21 08:59:40	u	748.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-2	pmagpy-4.2.24-1: demag_gui	CS8-2a
This study	mt	0.0	351.2	44.0	1.3	2	6	-1.0	CS8-2a_LP-DIR-T	hargrave 2021-07-21 08:59:40	u	838.0	788.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CS8-2	pmagpy-4.2.24-1: demag_gui	CS8-2a
This study															LP-NOMAG		CS8-2		CS8-2a
This study															LP-NOMAG		CS8-3		CS8-3a
This study	mt	0.0	287.3	48.8	10.3	2	4	100.0	CS8-3a_LP-DIR-T	hargrave 2021-06-18 09:57:29	u	833.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CS8-3	pmagpy-4.2.24-1: demag_gui	CS8-3a
This study	lt	27.4	86.3	49.2	7.3	2	9	100.0	CS8-3a_LP-DIR-T	hargrave 2021-06-18 09:57:29	u	673.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-3	pmagpy-4.2.24-1: demag_gui	CS8-3a
This study	mt	0.0	296.7	-2.6	10.3	2	4	0.0	CS8-3a_LP-DIR-T	hargrave 2021-06-18 09:57:29	u	833.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CS8-3	pmagpy-4.2.24-1: demag_gui	CS8-3a
This study	lt	27.4	6.9	53.0	7.3	2	9	0.0	CS8-3a_LP-DIR-T	hargrave 2021-06-18 09:57:29	u	673.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-3	pmagpy-4.2.24-1: demag_gui	CS8-3a
This study	mt	0.0	347.0	36.7	10.3	2	4	-1.0	CS8-3a_LP-DIR-T	hargrave 2021-06-18 09:57:29	u	833.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CS8-3	pmagpy-4.2.24-1: demag_gui	CS8-3a
This study	lt	27.4	118.4	53.8	7.3	2	9	-1.0	CS8-3a_LP-DIR-T	hargrave 2021-06-18 09:57:29	u	673.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-3	pmagpy-4.2.24-1: demag_gui	CS8-3a
This study	mt	0.0	305.1	6.6	2.1	2	6	0.0	CS8-4a_LP-DIR-T	hargrave 2021-07-21 09:01:03	u	844.0	813.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CS8-4	pmagpy-4.2.24-1: demag_gui	CS8-4a
This study	lt	69.4	21.4	35.4	18.4	2	13	0.0	CS8-4a_LP-DIR-T	hargrave 2021-07-21 09:01:03	u	723.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-4	pmagpy-4.2.24-1: demag_gui	CS8-4a
This study	mt	0.0	342.0	27.7	2.1	2	6	-1.0	CS8-4a_LP-DIR-T	hargrave 2021-07-21 09:01:03	u	844.0	813.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CS8-4	pmagpy-4.2.24-1: demag_gui	CS8-4a
This study	lt	69.4	77.5	43.5	18.4	2	13	-1.0	CS8-4a_LP-DIR-T	hargrave 2021-07-21 09:01:03	u	723.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-4	pmagpy-4.2.24-1: demag_gui	CS8-4a
This study	lt	69.4	65.0	36.0	18.4	2	13	100.0	CS8-4a_LP-DIR-T	hargrave 2021-07-21 09:01:03	u	723.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-4	pmagpy-4.2.24-1: demag_gui	CS8-4a
This study	mt	0.0	296.4	60.1	2.1	2	6	100.0	CS8-4a_LP-DIR-T	hargrave 2021-07-21 09:01:03	u	844.0	813.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CS8-4	pmagpy-4.2.24-1: demag_gui	CS8-4a
This study															LP-NOMAG		CS8-4		CS8-4a
This study	mt	1.0	336.1	27.7	6.7	2	5	-1.0	CS8-5a_LP-DIR-T	hargrave 2021-07-07 16:54:33	u	838.0	803.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-5	pmagpy-4.2.24-1: demag_gui	CS8-5a
This study	lt	77.9	117.1	56.8	25.6	2	9	-1.0	CS8-5a_LP-DIR-T	hargrave 2021-07-07 16:54:33	u	673.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-5	pmagpy-4.2.24-1: demag_gui	CS8-5a
This study	lt	77.9	95.8	36.2	25.6	2	9	100.0	CS8-5a_LP-DIR-T	hargrave 2021-07-07 16:54:33	u	673.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-5	pmagpy-4.2.24-1: demag_gui	CS8-5a
This study	mt	1.0	282.4	54.2	6.7	2	5	100.0	CS8-5a_LP-DIR-T	hargrave 2021-07-07 16:54:33	u	838.0	803.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-5	pmagpy-4.2.24-1: demag_gui	CS8-5a
This study															LP-NOMAG		CS8-5		CS8-5a
This study	mt	1.0	296.0	3.6	6.7	2	5	0.0	CS8-5a_LP-DIR-T	hargrave 2021-07-07 16:54:33	u	838.0	803.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-5	pmagpy-4.2.24-1: demag_gui	CS8-5a
This study	lt	77.9	30.9	59.5	25.6	2	9	0.0	CS8-5a_LP-DIR-T	hargrave 2021-07-07 16:54:33	u	673.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-5	pmagpy-4.2.24-1: demag_gui	CS8-5a
This study	mt	0.0	14.2	28.3	0.7	1	6	-1.0	CS8-6a_LP-DIR-T	hargrave 2021-07-21 09:02:30	u	844.0	813.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CS8-6	pmagpy-4.2.24-1: demag_gui	CS8-6a
This study	mt	0.0	319.7	6.9	0.7	1	6	0.0	CS8-6a_LP-DIR-T	hargrave 2021-07-21 09:02:30	u	844.0	813.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CS8-6	pmagpy-4.2.24-1: demag_gui	CS8-6a
This study	mt	0.0	326.0	60.9	0.7	1	6	100.0	CS8-6a_LP-DIR-T	hargrave 2021-07-21 09:02:30	u	844.0	813.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CS8-6	pmagpy-4.2.24-1: demag_gui	CS8-6a
This study															LP-NOMAG		CS8-6		CS8-6a
This study	mt	0.0	311.5	11.9	2.5	1	7	0.0	CS8-7a_LP-DIR-T	hargrave 2021-07-21 09:04:00	u	849.0	823.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CS8-7	pmagpy-4.2.24-1: demag_gui	CS8-7a
This study	mt	0.0	308.4	66.4	2.5	1	7	100.0	CS8-7a_LP-DIR-T	hargrave 2021-07-21 09:04:00	u	849.0	823.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CS8-7	pmagpy-4.2.24-1: demag_gui	CS8-7a
This study	mt	0.0	63.9	27.6	2.5	1	7	-1.0	CS8-7a_LP-DIR-T	hargrave 2021-07-21 09:04:00	u	849.0	823.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CS8-7	pmagpy-4.2.24-1: demag_gui	CS8-7a
This study															LP-NOMAG		CS8-7		CS8-7a
This study	mt	22.5	280.6	63.6	17.9	2	6	100.0	CS8-8a_LP-DIR-T	hargrave 2021-07-21 09:05:45	u	847.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-8	pmagpy-4.2.24-1: demag_gui	CS8-8a
This study	mt	22.5	299.3	12.4	17.9	2	6	0.0	CS8-8a_LP-DIR-T	hargrave 2021-07-21 09:05:45	u	847.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-8	pmagpy-4.2.24-1: demag_gui	CS8-8a
This study	lt	45.4	10.1	67.1	2.3	2	4	0.0	CS8-8a_LP-DIR-T	hargrave 2021-07-21 09:05:45	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS8-8	pmagpy-4.2.24-1: demag_gui	CS8-8a
This study	mt	22.5	124.4	-19.4	17.9	2	6	-1.0	CS8-8a_LP-DIR-T	hargrave 2021-07-21 09:05:45	u	847.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-8	pmagpy-4.2.24-1: demag_gui	CS8-8a
This study	lt	45.4	187.2	16.0	2.3	2	4	-1.0	CS8-8a_LP-DIR-T	hargrave 2021-07-21 09:05:45	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS8-8	pmagpy-4.2.24-1: demag_gui	CS8-8a
This study															LP-NOMAG		CS8-8		CS8-8a
This study	lt	45.4	106.3	45.2	2.3	2	4	100.0	CS8-8a_LP-DIR-T	hargrave 2021-07-21 09:05:45	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS8-8	pmagpy-4.2.24-1: demag_gui	CS8-8a
This study	mt	0.0	355.6	48.7	1.0	1	9	-1.0	CS8-9a_LP-DIR-T	hargrave 2021-07-21 09:08:31	u	849.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CS8-9	pmagpy-4.2.24-1: demag_gui	CS8-9a
This study	mt	0.0	309.2	4.8	1.0	1	9	0.0	CS8-9a_LP-DIR-T	hargrave 2021-07-21 09:08:31	u	849.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CS8-9	pmagpy-4.2.24-1: demag_gui	CS8-9a
This study	mt	0.0	304.9	59.1	1.0	1	9	100.0	CS8-9a_LP-DIR-T	hargrave 2021-07-21 09:08:31	u	849.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CS8-9	pmagpy-4.2.24-1: demag_gui	CS8-9a
This study															LP-NOMAG		CS8-9		CS8-9a
This study	mt	60.2	93.2	-10.6	41.3	2	9	-1.0	CS9-1a_LP-DIR-T	hargrave 2021-07-07 17:01:33	u	841.0	813.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-1	pmagpy-4.2.24-1: demag_gui	CS9-1a
This study	lt	53.1	7.9	62.1	1.6	2	5	0.0	CS9-1a_LP-DIR-T	hargrave 2021-07-07 17:01:33	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-1	pmagpy-4.2.24-1: demag_gui	CS9-1a
This study	lt	53.1	99.7	47.3	1.6	2	5	100.0	CS9-1a_LP-DIR-T	hargrave 2021-07-07 17:01:33	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-1	pmagpy-4.2.24-1: demag_gui	CS9-1a
This study	mt	60.2	293.3	45.1	41.3	2	9	100.0	CS9-1a_LP-DIR-T	hargrave 2021-07-07 17:01:33	u	841.0	813.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-1	pmagpy-4.2.24-1: demag_gui	CS9-1a
This study	mt	60.2	299.4	-7.4	41.3	2	9	0.0	CS9-1a_LP-DIR-T	hargrave 2021-07-07 17:01:33	u	841.0	813.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-1	pmagpy-4.2.24-1: demag_gui	CS9-1a
This study	lt	53.1	172.8	31.6	1.6	2	5	-1.0	CS9-1a_LP-DIR-T	hargrave 2021-07-07 17:01:33	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-1	pmagpy-4.2.24-1: demag_gui	CS9-1a
This study															LP-NOMAG		CS9-1		CS9-1a
This study	mt	16.9	318.9	55.6	12.3	2	7	100.0	CS9-2a_LP-DIR-T	hargrave 2021-07-07 17:03:02	u	841.0	788.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-2	pmagpy-4.2.24-1: demag_gui	CS9-2a
This study	lt	38.5	99.3	40.6	0.0	2	3	100.0	CS9-2a_LP-DIR-T	hargrave 2021-07-07 17:03:02	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-2	pmagpy-4.2.24-1: demag_gui	CS9-2a
This study	lt	38.5	22.4	62.6	0.0	2	3	0.0	CS9-2a_LP-DIR-T	hargrave 2021-07-07 17:03:02	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-2	pmagpy-4.2.24-1: demag_gui	CS9-2a
This study	mt	16.9	116.6	-15.5	12.3	2	7	-1.0	CS9-2a_LP-DIR-T	hargrave 2021-07-07 17:03:02	u	841.0	788.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-2	pmagpy-4.2.24-1: demag_gui	CS9-2a
This study	lt	38.5	183.3	28.7	0.0	2	3	-1.0	CS9-2a_LP-DIR-T	hargrave 2021-07-07 17:03:02	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-2	pmagpy-4.2.24-1: demag_gui	CS9-2a
This study	mt	16.9	316.6	1.1	12.3	2	7	0.0	CS9-2a_LP-DIR-T	hargrave 2021-07-07 17:03:02	u	841.0	788.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-2	pmagpy-4.2.24-1: demag_gui	CS9-2a
This study															LP-NOMAG		CS9-2		CS9-2a
This study															LP-NOMAG		CS9-3		CS9-3a
This study	lt	37.5	180.0	20.2	0.8	2	3	-1.0	CS9-3a_LP-DIR-T	hargrave 2021-07-07 17:04:33	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-3	pmagpy-4.2.24-1: demag_gui	CS9-3a
This study	mt	42.6	108.3	-21.7	12.8	2	4	-1.0	CS9-3a_LP-DIR-T	hargrave 2021-07-07 17:04:33	u	838.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-3	pmagpy-4.2.24-1: demag_gui	CS9-3a
This study	lt	37.5	25.1	58.2	0.8	2	3	0.0	CS9-3a_LP-DIR-T	hargrave 2021-07-07 17:04:33	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-3	pmagpy-4.2.24-1: demag_gui	CS9-3a
This study	mt	42.6	322.5	-6.4	12.8	2	4	0.0	CS9-3a_LP-DIR-T	hargrave 2021-07-07 17:04:33	u	838.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-3	pmagpy-4.2.24-1: demag_gui	CS9-3a
This study	lt	37.5	93.7	39.0	0.8	2	3	100.0	CS9-3a_LP-DIR-T	hargrave 2021-07-07 17:04:33	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-3	pmagpy-4.2.24-1: demag_gui	CS9-3a
This study	mt	42.6	326.7	47.4	12.8	2	4	100.0	CS9-3a_LP-DIR-T	hargrave 2021-07-07 17:04:33	u	838.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-3	pmagpy-4.2.24-1: demag_gui	CS9-3a
This study															LP-NOMAG		CS9-4		CS9-4a
This study	mt	31.5	329.0	8.2	16.3	2	6	0.0	CS9-4a_LP-DIR-T	hargrave 2021-07-08 18:54:46	u	841.0	803.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-4	pmagpy-4.2.24-1: demag_gui	CS9-4a
This study	mt	31.5	344.5	59.4	16.3	2	6	100.0	CS9-4a_LP-DIR-T	hargrave 2021-07-08 18:54:46	u	841.0	803.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-4	pmagpy-4.2.24-1: demag_gui	CS9-4a
This study	lt	28.0	92.8	44.7	0.9	2	3	100.0	CS9-4a_LP-DIR-T	hargrave 2021-07-08 18:54:46	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-4	pmagpy-4.2.24-1: demag_gui	CS9-4a
This study	mt	31.5	114.7	-15.7	16.3	2	6	-1.0	CS9-4a_LP-DIR-T	hargrave 2021-07-08 18:54:46	u	841.0	803.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-4	pmagpy-4.2.24-1: demag_gui	CS9-4a
This study	lt	28.0	171.0	7.8	0.9	2	3	-1.0	CS9-4a_LP-DIR-T	hargrave 2021-07-08 18:54:46	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-4	pmagpy-4.2.24-1: demag_gui	CS9-4a
This study	lt	28.0	14.3	57.7	0.9	2	3	0.0	CS9-4a_LP-DIR-T	hargrave 2021-07-08 18:54:46	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-4	pmagpy-4.2.24-1: demag_gui	CS9-4a
This study	lt	23.4	176.1	10.7	2.7	1	6	-1.0	CS9-5a_LP-DIR-T	hargrave 2021-07-07 17:09:09	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-5	pmagpy-4.2.24-1: demag_gui	CS9-5a
This study	lt	23.4	93.9	41.3	2.7	1	6	100.0	CS9-5a_LP-DIR-T	hargrave 2021-07-07 17:09:09	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-5	pmagpy-4.2.24-1: demag_gui	CS9-5a
This study	lt	23.4	20.7	58.5	2.7	1	6	0.0	CS9-5a_LP-DIR-T	hargrave 2021-07-07 17:09:09	u	523.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-5	pmagpy-4.2.24-1: demag_gui	CS9-5a
This study															LP-NOMAG		CS9-5		CS9-5a
This study	mt	15.7	312.6	-5.1	12.7	2	8	0.0	CS9-6a_LP-DIR-T	hargrave 2021-07-07 17:10:38	u	841.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-6	pmagpy-4.2.24-1: demag_gui	CS9-6a
This study	lt	45.1	5.2	58.6	1.1	2	4	0.0	CS9-6a_LP-DIR-T	hargrave 2021-07-07 17:10:38	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-6	pmagpy-4.2.24-1: demag_gui	CS9-6a
This study	lt	45.1	169.7	5.0	1.1	2	4	-1.0	CS9-6a_LP-DIR-T	hargrave 2021-07-07 17:10:38	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-6	pmagpy-4.2.24-1: demag_gui	CS9-6a
This study	lt	45.1	94.9	49.4	1.1	2	4	100.0	CS9-6a_LP-DIR-T	hargrave 2021-07-07 17:10:38	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-6	pmagpy-4.2.24-1: demag_gui	CS9-6a
This study															LP-NOMAG		CS9-6		CS9-6a
This study	mt	15.7	311.9	49.4	12.7	2	8	100.0	CS9-6a_LP-DIR-T	hargrave 2021-07-07 17:10:38	u	841.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-6	pmagpy-4.2.24-1: demag_gui	CS9-6a
This study	mt	15.7	95.9	-17.2	12.7	2	8	-1.0	CS9-6a_LP-DIR-T	hargrave 2021-07-07 17:10:38	u	841.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-6	pmagpy-4.2.24-1: demag_gui	CS9-6a
This study	lt	21.5	100.8	42.8	2.1	1	3	100.0	CS9-7a_LP-DIR-T	hargrave 2021-06-21 10:17:28	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-7	pmagpy-4.2.24-1: demag_gui	CS9-7a
This study	lt	21.5	17.3	63.6	2.1	1	3	0.0	CS9-7a_LP-DIR-T	hargrave 2021-06-21 10:17:28	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-7	pmagpy-4.2.24-1: demag_gui	CS9-7a
This study															LP-NOMAG		CS9-7		CS9-7a
This study	lt	21.5	174.3	5.2	2.1	1	3	-1.0	CS9-7a_LP-DIR-T	hargrave 2021-06-21 10:17:28	u	423.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-7	pmagpy-4.2.24-1: demag_gui	CS9-7a
This study															LP-NOMAG		CS9-8		CS9-8a
This study	lt	30.4	11.1	58.9	2.7	1	8	0.0	CS9-8a_LP-DIR-T	hargrave 2021-06-21 10:18:54	u	648.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CS9-8	pmagpy-4.2.24-1: demag_gui	CS9-8a
This study	lt	30.4	178.9	12.9	2.7	1	8	-1.0	CS9-8a_LP-DIR-T	hargrave 2021-06-21 10:18:54	u	648.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CS9-8	pmagpy-4.2.24-1: demag_gui	CS9-8a
This study	lt	30.4	94.6	46.3	2.7	1	8	100.0	CS9-8a_LP-DIR-T	hargrave 2021-06-21 10:18:54	u	648.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CS9-8	pmagpy-4.2.24-1: demag_gui	CS9-8a
