tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
285.2	0.0	54.9	81.19999999999999	This study	-36	Intrusive:Igneous	Diabase	1.8	Diabase	SO-CMD-NORTH	CS5-6	CS5
119.2	0.0	54.9	81.19999999999999	This study	-53	Intrusive:Igneous	Diabase	2.2	Diabase	SO-CMD-NORTH	CS5-8	CS5
43.4	0.0	61.5	106.3	This study	-29	Intrusive:Igneous	Diabase	1.8	Diabase	SO-CMD-NORTH	CS7-2	CS7
38.5	0.0	61.5	106.3	This study	-25	Intrusive:Igneous	Diabase	1.9	Diabase	SO-CMD-NORTH	CS7-3	CS7
323.3	0.0	61.5	106.3	This study	-35	Intrusive:Igneous	Diabase	11.4	Diabase	SO-CMD-NORTH	CS7-4	CS7
313.1	0.0	61.5	106.3	This study	-61	Intrusive:Igneous	Diabase	11.4	Diabase	SO-CMD-NORTH	CS7-5	CS7
326.5	0.0	61.5	106.3	This study	-28	Intrusive:Igneous	Diabase	13.4	Diabase	SO-CMD-NORTH	CS7-6	CS7
331.5	0.0	61.5	106.3	This study	-25	Intrusive:Igneous	Diabase	13.5	Diabase	SO-CMD-NORTH	CS7-7	CS7
299.6	0.0	61.5	106.3	This study	-39	Intrusive:Igneous	Diabase	15.5	Diabase	SO-CMD-NORTH	CS7-8	CS7
294.3	0.0	61.5	106.3	This study	-59	Intrusive:Igneous	Diabase	15.5	Diabase	SO-CMD-NORTH	CS7-9	CS7
201.1	0.0	54.6	133.7	This study	-31	Intrusive:Igneous	Diabase	3.3	Diabase	SO-CMD-NORTH	CS9-1	CS9
196.1	0.0	54.6	133.7	This study	-34	Intrusive:Igneous	Diabase	3.4	Diabase	SO-CMD-NORTH	CS9-2	CS9
205.1	0.0	54.6	133.7	This study	-38	Intrusive:Igneous	Diabase	4.8	Diabase	SO-CMD-NORTH	CS9-3	CS9
211.1	0.0	54.6	133.7	This study	-51	Intrusive:Igneous	Diabase	5.8	Diabase	SO-CMD-NORTH	CS9-4	CS9
208.1	0.0	54.6	133.7	This study	-48	Intrusive:Igneous	Diabase	5.9	Diabase	SO-CMD-NORTH	CS9-5	CS9
205.1	0.0	54.6	133.7	This study	-55	Intrusive:Igneous	Diabase	6.0	Diabase	SO-CMD-NORTH	CS9-6	CS9
210.1	0.0	54.6	133.7	This study	-59	Intrusive:Igneous	Diabase	5.7	Diabase	SO-CMD-NORTH	CS9-7	CS9
193.1	0.0	54.6	133.7	This study	-46	Intrusive:Igneous	Diabase	6.0	Diabase	SO-CMD-NORTH	CS9-8	CS9
285.2	0.0	86.3	102.0	This study	-77	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS10-1	CS10
286.9	0.0	86.3	102.0	This study	-79	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS10-2	CS10
288.8	0.0	86.3	102.0	This study	-78	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS10-3	CS10
279.1	0.0	86.3	102.0	This study	-89	Intrusive:Igneous	Diabase	0.15	Diabase	SO-CMD-NORTH	CS10-4	CS10
275.8	0.0	86.3	102.0	This study	-92	Intrusive:Igneous	Diabase	0.15	Diabase	SO-CMD-NORTH	CS10-5	CS10
282.8	0.0	86.3	102.0	This study	-83	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS10-6	CS10
277.7	0.0	86.3	102.0	This study	-78	Intrusive:Igneous	Diabase	0.1	Diabase	SO-CMD-NORTH	CS10-7	CS10
271.9	0.0	86.3	102.0	This study	-78	Intrusive:Igneous	Diabase	0.1	Diabase	SO-CMD-NORTH	CS10-8	CS10
78.2	0.0	53.0	75.19999999999999	This study	-39	Intrusive:Igneous	Diabase	0.95	Diabase	SO-CMD-NORTH	CS11-1	CS11
73.0	0.0	53.0	75.19999999999999	This study	-25	Intrusive:Igneous	Diabase	0.89	Diabase	SO-CMD-NORTH	CS11-2	CS11
63.8	0.0	53.0	75.19999999999999	This study	-22	Intrusive:Igneous	Diabase	0.84	Diabase	SO-CMD-NORTH	CS11-3	CS11
68.1	0.0	53.0	75.19999999999999	This study	-25	Intrusive:Igneous	Diabase	0.62	Diabase	SO-CMD-NORTH	CS11-4	CS11
105.8	0.0	53.0	75.19999999999999	This study	-53	Intrusive:Igneous	Diabase	0.43	Diabase	SO-CMD-NORTH	CS11-5	CS11
71.7	0.0	53.0	75.19999999999999	This study	-30	Intrusive:Igneous	Diabase	0.66	Diabase	SO-CMD-NORTH	CS11-7	CS11
56.9	0.0	53.0	75.19999999999999	This study	-24	Intrusive:Igneous	Diabase	0.65	Diabase	SO-CMD-NORTH	CS11-8	CS11
74.9	0.0	53.0	75.19999999999999	This study	-26	Intrusive:Igneous	Diabase	0.37	Diabase	SO-CMD-NORTH	CS11-9	CS11
164.7	0.0	54.8	94.9	This study	-18	Intrusive:Igneous	Diabase	31.0	Diabase	SO-CMD-NORTH	CS12-1	CS12
145.3	0.0	54.8	94.9	This study	-23	Intrusive:Igneous	Diabase	31.0	Diabase	SO-CMD-NORTH	CS12-2	CS12
103.5	0.0	54.8	94.9	This study	-23	Intrusive:Igneous	Diabase	40.5	Diabase	SO-CMD-NORTH	CS12-3	CS12
121.9	0.0	54.8	94.9	This study	-23	Intrusive:Igneous	Diabase	41.5	Diabase	SO-CMD-NORTH	CS12-4	CS12
6.4	0.0	54.8	94.9	This study	-29	Intrusive:Igneous	Diabase	0.05	Diabase	SO-CMD-NORTH	CS12-5	CS12
56.0	0.0	54.8	94.9	This study	-41	Intrusive:Igneous	Diabase	1.3	Diabase	SO-CMD-NORTH	CS12-6	CS12
118.9	0.0	54.8	94.9	This study	-35	Intrusive:Igneous	Diabase	3.6	Diabase	SO-CMD-NORTH	CS12-7	CS12
34.2	0.0	54.8	94.9	This study	-30	Intrusive:Igneous	Diabase	5.1	Diabase	SO-CMD-NORTH	CS12-8	CS12
352.6	0.0	82.9	56.0	This study	-51	Intrusive:Igneous	Diabase	0.35	Diabase	SO-CMD-NORTH	CS13-1	CS13
17.9	0.0	82.9	56.0	This study	-18	Intrusive:Igneous	Diabase	0.4	Diabase	SO-CMD-NORTH	CS13-2	CS13
286.7	0.0	82.9	56.0	This study	-40	Intrusive:Igneous	Diabase	0.35	Diabase	SO-CMD-NORTH	CS13-3	CS13
1.0	0.0	82.9	56.0	This study	-17	Intrusive:Igneous	Diabase	0.7	Diabase	SO-CMD-NORTH	CS13-4	CS13
40.9	0.0	82.9	56.0	This study	-21	Intrusive:Igneous	Diabase	0.45	Diabase	SO-CMD-NORTH	CS13-5	CS13
6.6	0.0	82.9	56.0	This study	-81	Intrusive:Igneous	Diabase	0.85	Diabase	SO-CMD-NORTH	CS13-6	CS13
353.9	0.0	82.9	56.0	This study	-18	Intrusive:Igneous	Diabase	2.5	Diabase	SO-CMD-NORTH	CS13-7	CS13
260.1	0.0	55.8	98.7	This study	-76	Intrusive:Igneous	Diabase	0.4	Diabase	SO-CMD-NORTH	CS14-1	CS14
274.1	0.0	55.8	98.7	This study	-78	Intrusive:Igneous	Diabase	0.6	Diabase	SO-CMD-NORTH	CS14-2	CS14
63.1	0.0	55.8	98.7	This study	-27	Intrusive:Igneous	Diabase	0.4	Diabase	SO-CMD-NORTH	CS14-3	CS14
276.1	0.0	55.8	98.7	This study	-65	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS14-4	CS14
20.1	0.0	55.8	98.7	This study	-13	Intrusive:Igneous	Diabase	2.0	Diabase	SO-CMD-NORTH	CS14-7	CS14
70.1	0.0	55.8	98.7	This study	-29	Intrusive:Igneous	Diabase	40.0	Diabase	SO-CMD-NORTH	CS14-8	CS14
79.1	0.0	69.0	98.9	This study	-82	Intrusive:Igneous	Diabase	1.2	Diabase	SO-CMD-NORTH	CS15-1	CS15
349.1	0.0	69.0	98.9	This study	-50	Intrusive:Igneous	Diabase	0.5	Diabase	SO-CMD-NORTH	CS15-2	CS15
95.1	0.0	69.0	98.9	This study	-5	Intrusive:Igneous	Diabase	0.6	Diabase	SO-CMD-NORTH	CS15-3	CS15
348.1	0.0	69.0	98.9	This study	-23	Intrusive:Igneous	Diabase	1.3	Diabase	SO-CMD-NORTH	CS15-4	CS15
28.1	0.0	69.0	98.9	This study	-24	Intrusive:Igneous	Diabase	1.7	Diabase	SO-CMD-NORTH	CS15-6	CS15
337.1	0.0	69.0	98.9	This study	-37	Intrusive:Igneous	Diabase	0.7	Diabase	SO-CMD-NORTH	CS15-7	CS15
321.1	0.0	69.0	98.9	This study	-17	Intrusive:Igneous	Diabase	0.4	Diabase	SO-CMD-NORTH	CS15-8	CS15
331.1	0.0	61.5	106.3	This study	-28	Intrusive:Igneous	Diabase	0.9	Diabase	SO-CMD-NORTH	CS7-1	CS7
313.1	0.0	54.6	133.7	This study	-45	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS8-1	CS8
314.1	0.0	54.6	133.7	This study	-45	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS8-2	CS8
307.1	0.0	54.6	133.7	This study	-40	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS8-3	CS8
321.1	0.0	54.6	133.7	This study	-22	Intrusive:Igneous	Diabase	0.005	Diabase	SO-CMD-NORTH	CS8-4	CS8
317.1	0.0	54.6	133.7	This study	-26	Intrusive:Igneous	Diabase	0.005	Diabase	SO-CMD-NORTH	CS8-5	CS8
307.1	0.0	54.6	133.7	This study	-22	Intrusive:Igneous	Diabase	0.25	Diabase	SO-CMD-NORTH	CS8-6	CS8
257.1	0.0	54.6	133.7	This study	-30	Intrusive:Igneous	Diabase	0.7	Diabase	SO-CMD-NORTH	CS8-7	CS8
172.1	0.0	54.6	133.7	This study	-52	Intrusive:Igneous	Diabase	1.0	Diabase	SO-CMD-NORTH	CS8-8	CS8
312.1	0.0	54.6	133.7	This study	-44	Intrusive:Igneous	Diabase	0.15	Diabase	SO-CMD-NORTH	CS8-9	CS8
111.9	0.0	53.0	75.19999999999999	This study	-62	Intrusive:Igneous	Diabase	0.34	Diabase	SO-CMD-NORTH	CS11-6	CS11
1.2	0.0	82.9	56.0	This study	-39	Intrusive:Igneous	Diabase	5.5	Diabase	SO-CMD-NORTH	CS13-8	CS13
93.3	0.0	23.8	131.0	This study	-79	Intrusive:Igneous	Diabase	1.9	Diabase	SO-CMD-NORTH	CS1-1	CS1
286.3	0.0	23.8	131.0	This study	-19	Intrusive:Igneous	Diabase	2.3	Diabase	SO-CMD-NORTH	CS1-2	CS1
27.3	0.0	23.8	131.0	This study	-30	Intrusive:Igneous	Diabase	2.5	Diabase	SO-CMD-NORTH	CS1-3	CS1
9.3	0.0	23.8	131.0	This study	-23	Intrusive:Igneous	Diabase	3.7	Diabase	SO-CMD-NORTH	CS1-4	CS1
204.3	0.0	23.8	131.0	This study	-73	Intrusive:Igneous	Diabase	1.8	Diabase	SO-CMD-NORTH	CS1-5	CS1
354.3	0.0	23.8	131.0	This study	-12	Intrusive:Igneous	Diabase	1.1	Diabase	SO-CMD-NORTH	CS1-6	CS1
107.3	0.0	23.8	131.0	This study	-75	Intrusive:Igneous	Diabase	1.6	Diabase	SO-CMD-NORTH	CS1-7	CS1
92.3	0.0	23.8	131.0	This study	-78	Intrusive:Igneous	Diabase	1.2	Diabase	SO-CMD-NORTH	CS1-8	CS1
189.2	0.0	22.5	102.1	This study	-91	Intrusive:Igneous	Diabase	0.4	Diabase	SO-CMD-NORTH	CS2-1	CS2
134.2	0.0	22.5	102.1	This study	-86	Intrusive:Igneous	Diabase	0.8	Diabase	SO-CMD-NORTH	CS2-2	CS2
163.2	0.0	22.5	102.1	This study	-84	Intrusive:Igneous	Diabase	0.1	Diabase	SO-CMD-NORTH	CS2-3	CS2
25.2	0.0	22.5	102.1	This study	-83	Intrusive:Igneous	Diabase	0.1	Diabase	SO-CMD-NORTH	CS2-4	CS2
256.2	0.0	22.5	102.1	This study	-32	Intrusive:Igneous	Diabase	0.25	Diabase	SO-CMD-NORTH	CS2-5	CS2
135.2	0.0	22.5	102.1	This study	-79	Intrusive:Igneous	Diabase	1.65	Diabase	SO-CMD-NORTH	CS2-6	CS2
238.2	0.0	22.5	102.1	This study	-32	Intrusive:Igneous	Diabase	0.5	Diabase	SO-CMD-NORTH	CS2-7	CS2
294.2	0.0	22.5	102.1	This study	-29	Intrusive:Igneous	Diabase	2.0	Diabase	SO-CMD-NORTH	CS2-8	CS2
190.2	0.0	54.9	81.10000000000002	This study	-84	Intrusive:Igneous	Diabase	0.3	Diabase	SO-CMD-NORTH	CS5-1	CS5
306.2	0.0	54.9	81.10000000000002	This study	-14	Intrusive:Igneous	Diabase	0.7	Diabase	SO-CMD-NORTH	CS5-2	CS5
248.2	0.0	54.9	81.10000000000002	This study	-33	Intrusive:Igneous	Diabase	1.0	Diabase	SO-CMD-NORTH	CS5-3	CS5
216.2	0.0	54.9	81.10000000000002	This study	-3	Intrusive:Igneous	Diabase	1.0	Diabase	SO-CMD-NORTH	CS5-4	CS5
272.2	0.0	54.9	81.10000000000002	This study	-22	Intrusive:Igneous	Diabase	0.4	Diabase	SO-CMD-NORTH	CS5-5	CS5
285.2	0.0	54.9	81.10000000000002	This study	-36	Intrusive:Igneous	Diabase	1.8	Diabase	SO-CMD-NORTH	CS5-6	CS5
256.2	0.0	54.9	81.10000000000002	This study	-40	Intrusive:Igneous	Diabase	1.8	Diabase	SO-CMD-NORTH	CS5-7	CS5
119.2	0.0	54.9	81.10000000000002	This study	-53	Intrusive:Igneous	Diabase	2.2	Diabase	SO-CMD-NORTH	CS5-8	CS5
106.2	0.0	54.4	84.39999999999998	This study	-23	Intrusive:Igneous	Diabase	4.3	Diabase	SO-CMD-NORTH	CS6-1	CS6
56.2	0.0	54.4	84.39999999999998	This study	-34	Intrusive:Igneous	Diabase	2.1	Diabase	SO-CMD-NORTH	CS6-2	CS6
137.2	0.0	54.4	84.39999999999998	This study	-18	Intrusive:Igneous	Diabase	4.4	Diabase	SO-CMD-NORTH	CS6-3	CS6
135.2	0.0	54.4	84.39999999999998	This study	-38	Intrusive:Igneous	Diabase	4.9	Diabase	SO-CMD-NORTH	CS6-4	CS6
153.2	0.0	54.4	84.39999999999998	This study	-58	Intrusive:Igneous	Diabase	2.1	Diabase	SO-CMD-NORTH	CS6-5	CS6
84.2	0.0	54.4	84.39999999999998	This study	-42	Intrusive:Igneous	Diabase	1.0	Diabase	SO-CMD-NORTH	CS6-6	CS6
285.2	0.0	54.4	84.39999999999998	This study	-51	Intrusive:Igneous	Diabase	0.8	Diabase	SO-CMD-NORTH	CS6-7	CS6
170.2	0.0	54.4	84.39999999999998	This study	-56	Intrusive:Igneous	Diabase	5.0	Diabase	SO-CMD-NORTH	CS6-8	CS6
262.1	0.0	55.8	98.7	This study	-100	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	CS14-5	CS14
52.1	0.0	55.8	98.7	This study	-48	Intrusive:Igneous	Diabase	1.3	Diabase	SO-CMD-NORTH	CS14-6	CS14
327.1	0.0	69.0	98.9	This study	-23	Intrusive:Igneous	Diabase	1.3	Diabase	SO-CMD-NORTH	CS15-5	CS15
209.0	0.0	14.0	15.5	This study	-18	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-1	UI1
30.0	0.0	14.0	15.5	This study	-79	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-2	UI1
255.0	0.0	14.0	15.5	This study	-11	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-3	UI1
213.0	0.0	14.0	15.5	This study	-25	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-4	UI1
244.0	0.0	14.0	15.5	This study	-16	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-5	UI1
1.0	0.0	14.0	15.5	This study	-65	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-6	UI1
195.0	0.0	14.0	15.5	This study	-109	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-7	UI1
190.0	0.0	14.0	15.5	This study	-106	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI1-8	UI1
340.0	0.0	23.9	325.4	This study	-56	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-1	UI2
161.0	0.0	23.9	325.4	This study	-51	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-2	UI2
25.0	0.0	23.9	325.4	This study	-15	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-3	UI2
124.0	0.0	23.9	325.4	This study	-38	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-4	UI2
156.0	0.0	23.9	325.4	This study	-20	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-5	UI2
164.0	0.0	23.9	325.4	This study	-63	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-6	UI2
200.0	0.0	23.9	325.4	This study	-31	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-7	UI2
312.0	0.0	23.9	325.4	This study	-31	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI2-8	UI2
232.0	0.0	11.3	82.80000000000001	This study	-20	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-1	UI3
330.0	0.0	11.3	82.80000000000001	This study	-79	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-2	UI3
305.0	0.0	11.3	82.80000000000001	This study	-11	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-3	UI3
275.0	0.0	11.3	82.80000000000001	This study	-8	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-4	UI3
252.0	0.0	11.3	82.80000000000001	This study	-9	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-5	UI3
20.0	0.0	11.3	82.80000000000001	This study	-7	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-6	UI3
331.0	0.0	11.3	82.80000000000001	This study	-77	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-7	UI3
278.0	0.0	11.3	82.80000000000001	This study	-12	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI3-8	UI3
252.0	0.0	28.7	30.600000000000023	This study	-30	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI4-1	UI4
207.0	0.0	28.7	30.600000000000023	This study	-49	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI4-2	UI4
193.0	0.0	28.7	30.600000000000023	This study	-43	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI4-3	UI4
256.0	0.0	28.7	30.600000000000023	This study	-42	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI4-4	UI4
244.0	0.0	28.7	30.600000000000023	This study	-41	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI4-5	UI4
236.0	0.0	28.7	30.600000000000023	This study	-15	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI4-7	UI4
221.0	0.0	28.7	30.600000000000023	This study	-42	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI4-8	UI4
155.0	0.0	12.0	48.69999999999999	This study	-96	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-1	UI5
324.0	0.0	12.0	48.69999999999999	This study	-82	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-2	UI5
60.0	0.0	12.0	48.69999999999999	This study	-79	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-3	UI5
180.0	0.0	12.0	48.69999999999999	This study	-31	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-4	UI5
90.0	0.0	12.0	48.69999999999999	This study	-73	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-5	UI5
25.0	0.0	12.0	48.69999999999999	This study	-73	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-6	UI5
201.0	0.0	12.0	48.69999999999999	This study	-18	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-7	UI5
345.0	0.0	12.0	48.69999999999999	This study	-88	Intrusive:Igneous	Diabase	0.0	Diabase	SO-CMD-NORTH	UI5-8	UI5
127.0	0.0	10.4	4.800000000000011	This study	-8	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	CBS1-1	CBS1
238.0	0.0	10.4	4.800000000000011	This study	-86	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	CBS1-2	CBS1
208.0	0.0	10.4	4.800000000000011	This study	-6	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	CBS1-3	CBS1
321.0	0.0	10.4	4.800000000000011	This study	-6	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	CBS1-4	CBS1
245.0	0.0	10.4	4.800000000000011	This study	-1	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	CBS1-5	CBS1
146.0	0.0	10.4	4.800000000000011	This study	-2	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	CBS1-6	CBS1
141.0	0.0	10.4	4.800000000000011	This study	-8	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	CBS1-7	CBS1
258.0	0.0	19.7	21.69999999999999	This study	-32	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-1	CB1
227.0	0.0	19.7	21.69999999999999	This study	-70	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-2	CB1
198.0	0.0	19.7	21.69999999999999	This study	-39	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-3	CB1
245.0	0.0	19.7	21.69999999999999	This study	-102	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-4	CB1
159.0	0.0	19.7	21.69999999999999	This study	-16	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-5	CB1
239.0	0.0	19.7	21.69999999999999	This study	-94	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-6	CB1
252.0	0.0	19.7	21.69999999999999	This study	-80	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-7	CB1
21.0	0.0	19.7	21.69999999999999	This study	-13	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB1-8	CB1
359.0	0.0	19.7	21.69999999999999	This study	-51	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-1	CB2
351.0	0.0	19.7	21.69999999999999	This study	-48	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-2	CB2
10.0	0.0	19.7	21.69999999999999	This study	-53	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-3	CB2
57.0	0.0	19.7	21.69999999999999	This study	-38	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-4	CB2
246.0	0.0	19.7	21.69999999999999	This study	-79	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-5	CB2
6.0	0.0	19.7	21.69999999999999	This study	-45	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-6	CB2
172.0	0.0	19.7	21.69999999999999	This study	-35	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-7	CB2
53.0	0.0	19.7	21.69999999999999	This study	-33	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB2-8	CB2
297.0	0.0	19.7	21.69999999999999	This study	-60	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB3-1	CB3
298.0	0.0	19.7	21.69999999999999	This study	-72	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB3-2	CB3
177.0	0.0	19.7	21.69999999999999	This study	-16	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB3-3	CB3
