RefNo,ResultNo,RockName,Year,Authors,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,QSUM,RSUM,K,A95,B,N
1233,215,Waynesboro Formation,1980,"Watts, D.R., Van der Voo, R., French, R.B.",J.Geophys.Res.,85,5331-5343,North America,sediments,501,542,501,542,39.6,-77.7,28,165,7,14,4,,19,14,4,20
1233,216,Rome Formation,1980,"Watts, D.R., Van der Voo, R., French, R.B.",J.Geophys.Res.,85,5331-5343,North America,sediments,501,542,501,542,36.1,-84,42,142,3,5,4,,12,5,8,76
1220,5924,Belt Supergroup Combined,1980,"Elston,D.P., Bressler,S.L.",J.Geophys.Res.,85,339-355,North America,sediments,760,1740,760,1740,47.5,-114.1,-17.3,203.4,7.1,7.1,4,,,,12,459
1220,172,Striped Peak Formation Unit 4,1980,"Elston,D.P., Bressler,S.L.",J.Geophys.Res.,85,339-355,North America,sediments,760,1740,760,1740,49.1,-116.1,-8.5,195.9,2.3,4,4,,67.9,3.5,,26
1220,171,Bonner Quartzite,1980,"Elston,D.P., Bressler,S.L.",J.Geophys.Res.,85,339-355,North America,"sediments, quartzite",760,1740,760,1740,47.6,-113.3,-9,204.7,2.7,4.5,4,,58.7,3.8,,28
2236,5856,Moose Mountain Iron Ores,1980,"Symons, D.T.A., Walley, D.A., Stupavsky, M.",Ontario Geol.Surv.Misc.Paper,93,198-214,North America,"sediments, iron ores, metavolcanics",2650,2710,2100,2300,46.9,-81,45.1,244.9,29.4,31.3,3,2,,16.7,,27
2236,5855,Moose Mountain Iron Ores,1980,"Symons, D.T.A., Walley, D.A., Stupavsky, M.",Ontario Geol.Surv.Misc.Paper,93,198-214,North America,"sediments, iron ores, metavolcanics",2650,2710,2650,2710,46.9,-81,8.4,13.7,3.1,6.2,4,3,,6.2,,59
2236,5854,Moose Mountain Iron Ores,1980,"Symons, D.T.A., Walley, D.A., Stupavsky, M.",Ontario Geol.Surv.Misc.Paper,93,198-214,North America,"sediments, iron ores, metavolcanics",2650,2710,2650,2710,46.9,-81,45.6,94,4.2,8.4,4,3,,8.4,,49
2235,5853,Sherman Mine Iron Ores,1980,"Symons, D.T.A., Stupavsky, M.",Ontario Geol.Surv.Misc.Paper,93,215-229,North America,"sediments,iron ores,metamorphics",2600,2800,2600,2800,47.1,-79.8,-6.7,8.2,4.5,9,4,3,,9,,19
2235,5852,Sherman Mine Iron Ores,1980,"Symons, D.T.A., Stupavsky, M.",Ontario Geol.Surv.Misc.Paper,93,215-229,North America,"sediments,iron ores,metamorphics",2600,2800,2400,2600,47.1,-79.8,42,114,2.5,5,4,3,,5,,110
2235,5851,Sherman Mine Iron Ores,1980,"Symons, D.T.A., Stupavsky, M.",Ontario Geol.Surv.Misc.Paper,93,215-229,North America,"sediments,iron ores,metamorphics",2600,2800,2600,2800,47.1,-79.8,37,115,9.7,19.2,3,2,,19,10,92
1220,173,Mt.Shields Formation,1980,"Elston,D.P., Bressler,S.L.",J.Geophys.Res.,85,339-355,North America,sediments,760,1740,760,1740,47.4,-113.1,-22.8,211.6,1.4,2.6,6,,45.6,2.5,4,74
1147,14,"Seton Formation, Kahochella Group",1979,"Irving,E., McGlynn,J.C.",Geophys.J.Roy.Astron.Soc.,58,309-336,North America,"sediments,redbeds,extrusives,andesites",1880,1890,1880,1890,62,-112.1,2,267,6,6,3,2,24,7,19,154
1147,15,"Seton Formation, Kahochella Group",1979,"Irving,E., McGlynn,J.C.",Geophys.J.Roy.Astron.Soc.,58,309-336,North America,"sediments,redbeds,extrusives,andesites",1880,1890,1500,1700,62,-112.1,25,263,10,10,3,2,36,7,14,99
1147,16,"Douglas Peninsula Formation, Pethei Group",1979,"Irving,E., McGlynn,J.C.",Geophys.J.Roy.Astron.Soc.,58,309-336,North America,"sediments, redbeds",1866,1886,1866,1886,62.8,-110.3,-18,258,10.2,19.7,4,3,14,19,6,43
1147,17,"Douglas Peninsula Formation, Pethei Group",1979,"Irving,E., McGlynn,J.C.",Geophys.J.Roy.Astron.Soc.,58,309-336,North America,"sediments, redbeds",1866,1886,1200,1300,62.8,-110.3,6,202,3,4.9,4,3,125,4,10,54
1147,18,Takiyuak Formation,1979,"Irving,E., McGlynn,J.C.",Geophys.J.Roy.Astron.Soc.,58,309-336,North America,"sediments, redbeds",1866,1886,1866,1886,66.1,-113.1,-13,249,8,8,5,4,15,10,17,111
1147,19,Peninsular Sill,1979,"Irving,E., McGlynn,J.C.",Geophys.J.Roy.Astron.Soc.,58,309-336,North America,"intrusives, gabbro",1865,1875,1865,1875,66.2,-113,-22,263,7,7,5,4,63,8,7,32
1215,163,Wood Canyon Formation,1979,"Gillett, S.L., Van Alstine, D.R.",J.Geophys.Res.,84,4475-4489,North America,"sediments, some red, minor carbonates",513,542,513,542,36.8,-115.3,27.6,133.9,1,2,4,,,2,1,56
1216,164,"Johnnie Formation, Rainstorm Member",1979,"Van Alstine, D.R., Gillett, S.L.",J.Geophys.Res.,84,4490-4500,North America,"sediments, siltstones, limestones",542,670,542,670,36.8,-115.3,-10,162,5,10,4,,48.1,10,1,41
1597,1073,Thetford Mines Ophiolite,1979,"Seguin,M.K.",J.Geomag.Geoelect.,31,103-113,North America,"extrusives,pillow lavas,intrusives,dykes",520,580,520,580,46.1,-71.4,-14.6,209.7,9,18,4,,,17,48,71
1730,1310,Thunder Bay Dykes,1979,"Pesonen,L.J.",Bull.Geol.Soc.Finland,51,27-44,North America,intrusives,1085,1185,1085,1185,48.3,-89,36.1,175,4.1,6.9,5,,34,5.8,19,72
1730,1311,Thunder Bay Dykes,1979,"Pesonen,L.J.",Bull.Geol.Soc.Finland,51,27-44,North America,intrusives,1085,1185,1085,1185,48.4,-88.8,48,212.2,7,8.3,5,,53,4.9,17,83
1848,1598,Umfraville gabbro,1979,"Palmer, H.C., Hayatsu, A., Waboso, C.E., Pullan, S.",Canad. J. Earth Sci.,16,459-471,North America,"intrusives, gabbro",1160,1200,1160,1200,44.9,-77.8,-6,161,7,10,4,,15,8.1,23,63
1849,1599,Nipissing Diabase,1979,"Morris, W.A.",Canad. J. Earth Sci.,16,607-611,North America,"intrusives, diabase",2215,2223,2215,2223,46.5,-82.6,-2.8,238.3,5.9,9,6,4,333,6.8,3,
1851,1604,Seal Lake Group igneous rocks,1979,"Park, J.K., Roy, J.L.",Canad. J. Earth Sci.,16,895-912,North America,"extrusives, intrusives",1231,1411,1231,1411,54.5,-61.6,17,195,4,7,4,,41.7,7,11,61
1851,1605,Seal Lake Group igneous rocks,1979,"Park, J.K., Roy, J.L.",Canad. J. Earth Sci.,16,895-912,North America,"extrusives, intrusives",1231,1411,950,1200,54.5,-61.6,-17,158,7,9,4,,43,6,14,73
1855,1613,St.Urbain Anorthosite,1979,"Robertson, P.B., Roy, J.L.",Canad. J. Earth Sci.,16,1842-1856,North America,"intrusives, anorthosite",900,1000,900,1000,47.6,-70.4,-3,153,7,10,4,,34,7,14,74
1856,1614,Archean Rocks,1979,"Dunlop, D.J.",Canad. J. Earth Sci.,16,1906-1919,North America,"intrusives, granite, gneiss",2600,3000,2580,2610,48.6,-91.1,68.1,80.2,9.7,9.7,5,3,87.9,7.2,7,125
1856,1615,Archean Rocks,1979,"Dunlop, D.J.",Canad. J. Earth Sci.,16,1906-1919,North America,"intrusives, granite, gneiss",2600,3000,1200,1300,49,-91.3,5.5,18.3,13.6,13.6,3,,18.7,15.9,6,51
1858,1616,Marquette dykes,1979,"Pesonen, L.J., Halls, H.C.",Canad. J. Earth Sci.,16,2136-2149,North America,intrusives,1100,1200,1100,1200,46.6,-87.5,48.4,213.5,5.2,6.2,5,,115,3.7,14,76
1858,1617,Baraga County Dykes,1979,"Pesonen, L.J., Halls, H.C.",Canad. J. Earth Sci.,16,2136-2149,North America,intrusives,1100,1200,1100,1200,46.6,-88.5,48.9,238.2,9.6,10.2,4,,281,5.4,4,20
2242,5874,Slate Island Lavas,1979,"Halls, H.C.",Geophys.J.Roy.Astron.Soc.,59,553-591,North America,extrusives,1090,1110,500,1000,48.7,-86.9,-27.3,167.1,3.9,5.8,4,,307,4.4,5,29
2242,5875,Slate Island Lavas,1979,"Halls, H.C.",Geophys.J.Roy.Astron.Soc.,59,553-591,North America,extrusives,1090,1110,1090,1110,48.7,-86.9,53.3,197.4,19,24.2,5,,37,15.4,4,67
2228,5841,St. Urbain Anorthosite,1979,"Robertson, P.B., Roy, J.L.",Canad. J. Earth Sci.,16,1842-1856,North America,"intrusives, anorthosite",900,1100,900,1100,47.6,-70.4,3,153,7,10,4,,34,7,14,98
1086,2083,Pearson Formation,1978,"McGlynn, J.C., Irving, E.",Canad. J. Earth Sci.,15,642-658,North America,"extrusives, basalts",1750,1850,1700,1800,62.6,-110.5,-5,326,16,32,3,,64,32,2,8
1032,2182,Thanet gabbro,1978,"Buchan, K.L.",Canad. J. Earth Sci.,15,1407-1421,North America,"intrusives, gabbro",1192,1212,900,1100,44.9,-77.8,-32.3,172,5.8,9.2,3,,151,6.2,5,19
1032,2181,Thanet gabbro,1978,"Buchan, K.L.",Canad. J. Earth Sci.,15,1407-1421,North America,"intrusives, gabbro",1192,1212,1000,1050,44.9,-77.8,-28,158.4,3.7,4.8,4,,593,3.1,5,26
1086,2082,Pearson Formation,1978,"McGlynn, J.C., Irving, E.",Canad. J. Earth Sci.,15,642-658,North America,"extrusives, basalts",1750,1850,1750,1850,62.6,-110.5,-19,283,5,10,4,4,21,10,12,52
1031,2180,Nain Anorthosite,1978,"Murthy,G.S.",Canad. J. Earth Sci.,15,516-515,North America,"intrusives, anorthosites",1290,1320,1290,1320,56.5,-61.8,11.7,206.7,1.6,3.1,6,,116,3,21,101
1086,2085,Pearson Formation,1978,"McGlynn, J.C., Irving, E.",Canad. J. Earth Sci.,15,642-658,North America,"extrusives, basalts",1750,1850,1000,1200,62.6,-110.5,27,177,10,10,4,,26,10,10,43
1067,2081,Savage Point Sills,1978,"Jones, D.L., Fahrig, W.F.",Canad. J. Earth Sci.,15,1605-1612,North America,intrusives,1190,1290,1190,1290,72.6,-97,-3,182.6,7,14,4,,23.8,14,6,43
1067,2080,Aston Bay Dykes,1978,"Jones, D.L., Fahrig, W.F.",Canad. J. Earth Sci.,15,1605-1612,North America,intrusives,720,726,720,726,73.6,-95.9,-18,164.4,13.5,23.2,4,,39.3,19.9,3,20
1129,2079,Umfraville gabbro,1978,"Symons, D.T.A.",Canad. J. Earth Sci.,15,956-962,North America,"intrusives, gabbro",1160,1200,1160,1200,44.9,-77.8,-11,166,7,10,4,,35.9,8.2,10,45
1128,2078,Thessalon Volcanics,1978,"Symons, D.T.A., O'Leary, R.T.",Canad. J. Earth Sci.,15,1141-1150,North America,extrusives,2300,2450,2300,2450,46.3,-83.5,46.8,191.3,6.5,9.2,4,3,,6.6,18,73
1211,154,"Igneous rocks, Michigan Basin borehole",1978,"Van der Voo, R., Watts, D.R.",J.Geophys.Res.,83,5844-5848,North America,"intrusives, mafic igneous rocks",1000,1100,500,700,43.2,-84.6,-8.8,158.5,3.9,6.2,3,2,69,5,1,13
1032,2183,Thanet gabbro,1978,"Buchan, K.L.",Canad. J. Earth Sci.,15,1407-1421,North America,"intrusives, gabbro",1192,1212,700,900,44.9,-77.8,20.3,159.3,8,11.3,3,,9.6,11.7,8,18
1111,2024,Jacobsville Formation,1978,"Roy, J.L., Robertson, W.A.",J.Geophys.Res.,83,1289-1304,North America,"sediments, redbeds, sandstones",990,1050,700,800,46.6,-86.5,72,307,13,16,3,,23,9,13,110
1111,2023,Jacobsville Formation,1978,"Roy, J.L., Robertson, W.A.",J.Geophys.Res.,83,1289-1304,North America,"sediments, redbeds, sandstones",990,1050,990,1050,46.5,-87.5,-3,182,8,16,4,,23,16,5,27
1111,2022,Jacobsville Formation,1978,"Roy, J.L., Robertson, W.A.",J.Geophys.Res.,83,1289-1304,North America,"sediments, redbeds, sandstones",990,1050,990,1050,47.2,-88.5,-10,184,3,6,4,,31,6,19,61
1111,2021,Jacobsville Formation,1978,"Roy, J.L., Robertson, W.A.",J.Geophys.Res.,83,1289-1304,North America,"sediments, redbeds, sandstones",990,1050,990,1050,47,-88.4,-16,190,5,9,4,,42,9,8,41
1111,2020,Jacobsville Formation,1978,"Roy, J.L., Robertson, W.A.",J.Geophys.Res.,83,1289-1304,North America,"sediments, redbeds, sandstones",990,1050,990,1050,46.6,-85.3,12,175,6.5,13,4,,26,13,6,30
1211,155,"Redbeds, Michigan Basin borehole",1978,"Van der Voo, R., Watts, D.R.",J.Geophys.Res.,83,5844-5848,North America,"sediments, redbeds",1000,1100,1000,1100,43.2,-84.6,7.1,173.8,,,3,2,,,1,3
1086,2084,Pearson Formation,1978,"McGlynn, J.C., Irving, E.",Canad. J. Earth Sci.,15,642-658,North America,"extrusives, basalts",1750,1850,1600,1700,62.6,-110.5,6,283,7.4,10.8,3,,59,8,7,23
1099,2064,Seward Formation,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"sediments, red arkose",1700,1900,1700,1900,56.3,-68.5,-23,266,,,3,,,,2,8
1065,2056,Harp Dykes,1977,"Irving, E., Emslie, R.F., Park, J.K.",Canad. J. Earth Sci.,14,1187-1201,North America,intrusives,1272,1274,1272,1274,55,-62,18.6,228.1,5.6,9,4,,300,7.1,3,14
1065,2055,Harp Lake Complex,1977,"Irving, E., Emslie, R.F., Park, J.K.",Canad. J. Earth Sci.,14,1187-1201,North America,"intrusives, anorthosite, gabbro",1430,1470,1430,1470,55,-62.3,1.6,206.3,3,6.1,5,,25,6.1,24,110
1064,2151,Dundonald Sill,1977,"Irving, E., Naldrett, A.J.",J.Geol.,85,157-176,North America,intrusives,2600,3000,2600,3000,48.6,-80.9,-13,21,12.1,20.3,2,1,19,18,5,16
1060,2053,Nonesuch Shale,1977,"Henry,S.G., Mauk,F.J., Van der Voo,R.",Canad. J. Earth Sci.,14,1128-1138,North America,"sediments, shales",1020,1080,1020,1080,47,-88.5,7.6,178.1,3.9,7.8,4,,35,7.8,11,27
1060,2052,Freda Sandstone,1977,"Henry,S.G., Mauk,F.J., Van der Voo,R.",Canad. J. Earth Sci.,14,1128-1138,North America,"sediments, sandstone",1020,1080,600,1000,47,-88.5,3.7,169.2,1.4,2.8,4,,81,2.7,,34
1060,2051,Freda Sandstone,1977,"Henry,S.G., Mauk,F.J., Van der Voo,R.",Canad. J. Earth Sci.,14,1128-1138,North America,"sediments, sandstone",1020,1080,1020,1080,47,-88.5,2.2,179,3,5.9,4,,32,5.9,20,85
1099,2062,Retty Peridotite,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"intrusives, peridotite",1700,1900,1700,1900,56.5,-69,-29.5,284,,,3,,,,2,7
1099,2063,Retty Peridotite,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"intrusives, peridotite",1700,1900,1500,1700,56.5,-69,5,278,,,3,,,,1,5
1099,2065,Seward Formation,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"sediments, red arkose",1700,1900,1500,1700,56.3,-68.5,5,251,16,16,3,,23,17,5,22
1099,2066,Seward Formation,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"sediments, red arkose",1700,1900,1000,1200,56.3,-68.5,53,248,9,9,4,,175,5,6,30
1099,2067,Wakuach Gabbro-Willbob Basalt,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"intrusives, gabbro, extrusives, basalts",1500,1700,1000,1200,56.5,-68.4,61,220,24,24,3,,11,16,5,18
1138,2076,Spokane Formation,1977,"Vitorello, I., Van der Voo, R.",Canad. J. Earth Sci.,14,67-73,North America,"sediments, argillites",1440,1590,1440,1590,48.2,-113.8,-15.5,225.5,3.7,6.2,5,,61,5.1,14,88
1138,2077,Spokane Formation,1977,"Vitorello, I., Van der Voo, R.",Canad. J. Earth Sci.,14,67-73,North America,"sediments, argillites",1440,1590,600,750,48.2,-113.8,5,163.5,5.1,9.9,5,,23.2,9.6,11,28
1049,2101,Intrusive Rocks,1977,"French, R.B., Alexander, D.H., Van der Voo, R.",Geol.Soc.Amer.Bull.,88,1785-1792,North America,intrusives,485,704,485,704,38.5,-105.5,48,107,8,16,3,,15,16,7,10
1049,2102,Intrusive Rocks,1977,"French, R.B., Alexander, D.H., Van der Voo, R.",Geol.Soc.Amer.Bull.,88,1785-1792,North America,intrusives,485,704,485,704,38.5,-105.5,15,142,5.2,10.2,4,,22,10,12,38
1049,2103,Intrusive Rocks,1977,"French, R.B., Alexander, D.H., Van der Voo, R.",Geol.Soc.Amer.Bull.,88,1785-1792,North America,intrusives,485,704,485,704,38.5,-105.2,5,174,4.4,8.4,4,,39,8,9,11
1090,2143,Rapitan Group,1977,"Morris, W.A.",Geology,5,85-88,North America,sediments,650,750,650,750,63.5,-127,-7,194,2.9,5.4,3,,54,5,19,
1090,2144,Rapitan Group,1977,"Morris, W.A.",Geology,5,85-88,North America,sediments,650,750,50,650,63.5,-127,66,197,11.3,11.7,3,,17,6,34,
1090,2145,Rapitan Group,1977,"Morris, W.A.",Geology,5,85-88,North America,sediments,650,750,600,750,63.5,-127,5,149,2.1,4.1,3,,76,4,17,
1089,2146,Gowganda and Chibougamau Formations,1977,"Morris, W.A.",Geology,5,137-140,North America,"sediments, argillites",2201,2375,2201,2375,48,-79,64,31,5,5,3,3,,,11,63
1089,2147,Gowganda and Chibougamau Formations,1977,"Morris, W.A.",Geology,5,137-140,North America,"sediments, argillites",2201,2375,2150,2250,48,-79,74,209,6,6,2,,,,23,174
1064,2149,"Superior Province Dykes Combined, West Directions",1977,"Irving, E., Naldrett, A.J.",J.Geol.,85,157-176,North America,intrusives,2125,2175,2125,2175,48,-80,30,225,5.1,6.4,6,5,117,4,12,115
1064,2150,Archean Gabbro,1977,"Irving, E., Naldrett, A.J.",J.Geol.,85,157-176,North America,"intrusives, gabbro",2500,3000,2500,3000,48.2,-80.5,52.7,85.1,9.6,18.1,3,3,5.1,17,1,4
1064,2152,Kamiskotia Complex,1977,"Irving, E., Naldrett, A.J.",J.Geol.,85,157-176,North America,"intrusives, gabbro",2600,3000,2600,3000,48.5,-81.6,-21,2,2.9,5.4,5,4,144,5,7,26
1064,2153,Matachewan Dykes,1977,"Irving, E., Naldrett, A.J.",J.Geol.,85,157-176,North America,intrusives,2450,2455,2450,2455,48.2,-80.5,44,60,5,5,6,5,54,7,10,57
1064,2154,Munro Formation,1977,"Irving, E., Naldrett, A.J.",J.Geol.,85,157-176,North America,"extrusives, ultrabasics",2600,3000,2600,3000,48.6,-80.2,47,103,5,5,3,3,24,6,1,22
1099,2061,Menihek Formation,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"sediments, red argillite",1743,1880,1100,1200,56.8,-69.3,59,229,26,26,3,,32,16,4,20
1099,2060,Menihek Formation,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"sediments, red argillite",1743,1880,1500,1700,56.8,-69.3,6,279,21,21,3,,23,16,5,25
1099,2059,Menihek Formation,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"sediments, red argillite",1743,1880,1743,1880,56.5,-69,-19,318,,,3,,,,1,5
1099,2058,Castignon Complex,1977,"Park, J.K.",Canad. J. Earth Sci.,14,159-174,North America,"intrusives, carbonatite",1825,1925,1825,1925,56.5,-68.7,22,268,14,14,3,,69,9,5,24
1097,2173,Sudbury Dykes,1977,"Palmer, H.C., Merz, B.A., Hayatsu, A.",Canad. J. Earth Sci.,14,1867-1887,North America,intrusives,1232,1242,900,1100,46.1,-81.5,3.7,163.4,6.3,6.3,4,,20.3,,23,92
1097,2174,Sudbury Dykes,1977,"Palmer, H.C., Merz, B.A., Hayatsu, A.",Canad. J. Earth Sci.,14,1867-1887,North America,intrusives,1232,1242,1232,1242,46.3,-81.4,-2.9,193.9,3.3,3.3,6,,27.5,,38,152
1097,2175,Sudbury Dykes Combined,1977,"Palmer, H.C., Merz, B.A., Hayatsu, A.",Canad. J. Earth Sci.,14,1867-1887,North America,intrusives,1232,1242,1232,1242,46.3,-81.4,-2.5,192.8,2.5,2.5,6,,,,52,205
1044,2193,Tapeats Sandstone,1977,"Elston,D.P., Bressler,S.L.",Earth Planet.Sci.Letters,36,423-433,North America,"sediments, sandstones",501,542,501,542,36,-112,4.9,157.7,1.7,3.3,3,,14.9,3.3,6,129
1065,2057,Harp Lake Complex Thermal Aureole,1977,"Irving, E., Emslie, R.F., Park, J.K.",Canad. J. Earth Sci.,14,1187-1201,North America,metamorphics,1300,1450,1300,1450,54.8,-61.4,14.1,215.8,5.9,10.7,3,,49,9.7,6,22
1043,2231,Cloud Mountain Basalt,1977,"Deutsch,E.R., Rao,K.V.",Nature,266,314-318,North America,"extrusives, basalts",595,615,595,615,50.5,-56.2,5,172,2,4,3,,999.9,3.5,3,
772,2256,"Bradore Formation, Canada Bay",1976,"Rao,K.V., Deutsch,E.R.",Tectonophysics,33,337-357,North America,"sediments, redbeds",513,542,513,542,50.8,-56.2,29,167,3,5,4,,109,5,9,54
727,5907,Tochatwi Formation,1976,"Evans, M.E., Bingham, D.K.",Canad. J. Earth Sci.,13,555-562,North America,"sediments, redbeds",1600,1800,1000,1600,62.4,-110.7,31.5,273.5,13.5,15.4,3,,24,9,13,36
727,2270,Tochatwi Formation,1976,"Evans, M.E., Bingham, D.K.",Canad. J. Earth Sci.,13,555-562,North America,"sediments, redbeds",1600,1800,1600,1800,62.4,-110.7,-18,216,7.7,15.2,3,3,14,15,8,28
775,2269,Nipissing Diabase,1976,"Roy,J.L., Lapointe,P.L.",Canad. J. Earth Sci.,13,749-773,North America,"intrusives, diabase",2215,2223,1700,1800,47.4,-79.7,-9,180,8.4,15.6,3,,14,14.4,9,45
775,2268,Nipissing Diabase,1976,"Roy,J.L., Lapointe,P.L.",Canad. J. Earth Sci.,13,749-773,North America,"intrusives, diabase",2215,2223,1800,2000,47.4,-79.7,-15,264,4.3,6.9,3,,503,5.5,3,18
775,2267,Nipissing Diabase,1976,"Roy,J.L., Lapointe,P.L.",Canad. J. Earth Sci.,13,749-773,North America,"intrusives, diabase",2215,2223,2215,2223,47.4,-79.7,42,258,11,11,6,,42,5.4,18,110
775,2266,"Firstbrook Member, Gowganda Formation",1976,"Roy,J.L., Lapointe,P.L.",Canad. J. Earth Sci.,13,749-773,North America,"sediments, redbeds",2201,2375,2201,2375,47.4,-79.7,67,158,7.8,11.2,3,,49,7.9,8,56
772,2257,"Bradore Formation, St. John Bay",1976,"Rao,K.V., Deutsch,E.R.",Tectonophysics,33,337-357,North America,"sediments, redbeds",513,542,513,545,50.8,-57.2,17,157,,,3,,,,2,13
716,2242,Haliburton Intrusions,1976,"Buchan, K.L., Dunlop, D.J.",J.Geophys.Res.,81,2951-2967,North America,"intrusives, gabbro, diorite",930,1030,930,1030,45,-78.6,-35.6,142.5,10,11.1,4,,37.6,6.3,15,42
716,2243,Haliburton Intrusions,1976,"Buchan, K.L., Dunlop, D.J.",J.Geophys.Res.,81,2951-2967,North America,"intrusives, gabbro, diorite",930,1030,770,870,45,-78.5,24.5,172.3,8,15.9,3,,9.4,15.7,8,11
739,2403,Big Spruce Complex,1976,"Irving,E., McGlynn,J.C.",Canad. J. Earth Sci.,13,476-489,North America,"intrusives, alkaline rocks",2026,2106,1700,1850,63.6,-115.9,-10,316,13,26,3,2,14,26,4,16
2227,5837,Noranda Area Acid Intrusives,1976,"Londry, J.W., Symons, D.T.A.",Canad.Assoc.Phys.Bull.,32,36,North America,"intrusives, acid rocks",2300,2700,2300,2700,48.5,-79,69.6,265.8,7.7,8.1,3,2,4,4.4,5,23
2227,5838,Noranda Archean Rocks,1976,"Londry, J.W., Symons, D.T.A.",Canad.Assoc.Phys.Bull.,32,36,North America,"extrusives, intrusives, sediments",2300,2700,2300,2700,48.5,-79,73.2,89.6,9.5,10.2,4,2,,5.5,29,122
739,2402,Big Spruce Complex,1976,"Irving,E., McGlynn,J.C.",Canad. J. Earth Sci.,13,476-489,North America,"intrusives, alkaline rocks",2026,2106,1900,2100,63.6,-115.9,7,282,7.7,11.5,4,,67,9,5,25
739,2401,Big Spruce Complex,1976,"Irving,E., McGlynn,J.C.",Canad. J. Earth Sci.,13,476-489,North America,"intrusives, alkaline rocks",2026,2106,1400,1600,63.6,-115.9,-9,215,,,3,,,,2,9
797,2415,Chibougamau Greenstone Belt,1976,"Ueno,H., Irving,E.",Precambrian Res.,3,303-315,North America,"metamorphics, greenstones",2500,2700,2500,2700,49.9,-74.4,61,93,8,13,2,1,70,10,4,13
739,2400,Big Spruce Complex,1976,"Irving,E., McGlynn,J.C.",Canad. J. Earth Sci.,13,476-489,North America,"intrusives, alkaline rocks",2026,2106,2026,2106,63.6,-115.9,67,247,16,16,4,3,17,8,19,85
797,2416,Chibougamau Greenstone Belt,1976,"Ueno,H., Irving,E.",Precambrian Res.,3,303-315,North America,"metamorphics, greenstones",2500,2700,900,1100,49.9,-74.4,-7,155,19,28,3,,15,,5,23
2230,5844,Meta-Igneous Rocks,1976,"Seguin, M.K.",Canad. J. Earth Sci.,13,838-846,North America,"metamorphics, metabasalts, metagabbros",1800,1950,1800,1950,56.8,-69.1,-20,179,15.3,30.6,2,,,30,40,110
2231,5845,Schefferville Dyke,1976,"Fahrig, W.F.",Geol.Surv.Canada Paper 76-1B,,153-155,North America,"intrusives, olivine diabase",1150,1300,1150,1300,54.8,-66.8,11,223.5,2.2,2.2,2,,731,3,4,15
797,2417,Chibougamau Greenstone Belt,1976,"Ueno,H., Irving,E.",Precambrian Res.,3,303-315,North America,"metamorphics, greenstones",2500,2700,1400,1600,49.9,-74.4,8,46,18,34,3,,64,30,2,10
811,2421,Sokoman Iron Formation,1976,"Seguin,M.K.",Ann.Geophys.,32,327-334,North America,"sediments, iron ores",2100,2200,2100,2200,55.1,-67,32.5,75.3,,,4,3,,,,32
811,2422,Sokoman Iron Formation,1976,"Seguin,M.K.",Ann.Geophys.,32,327-334,North America,"sediments, iron ores",2100,2200,1800,1900,55.1,-67,13,257,16.7,22.4,4,,53.2,15,,42
784,2258,Ophiolite Complex,1976,"Seguin,M.K.",Tectonophysics,34,231-243,North America,"extrusives, intrusives, sediments",488,542,488,542,46.1,-71.3,14.2,17.2,21.9,41.5,1,,4.7,39.3,5,11
811,2423,Diabase dykes intruding Sokoman Iron Formation,1976,"Seguin,M.K.",Ann.Geophys.,32,327-334,North America,"intrusives, diabase dykes",1800,1900,1800,1900,55.1,-67,25.4,289.2,29.3,32.5,3,,26.5,18,,19
785,2428,Murdoch metavolcanics and intrusives,1976,"Seguin,M.K.",J.Geomag.Geoelect.,28,413-425,North America,"metamorphics, metaigneous rocks",1780,1930,1780,1930,56,-67,4.9,187.9,10.1,20.2,2,,3.1,20.1,24,73
775,2265,"Coleman Member, Gowganda Formation",1976,"Roy,J.L., Lapointe,P.L.",Canad. J. Earth Sci.,13,749-773,North America,sediments,2300,2500,2300,2500,47.4,-79.7,60,80,,,2,1,19,,1,7
725,2274,Michikamau Intrusion Combined,1976,"Emslie,R.F., Irving,E., Park,J.K.",Canad. J. Earth Sci.,13,1052-1057,North America,"intrusives, anorthosite",1455,1465,1455,1465,54.5,-64,-1.5,217.5,3.3,6.6,6,,43,6.5,12,54
775,2264,"Nipissing Diabase, Abitibi Dykes combined",1976,"Roy,J.L., Lapointe,P.L.",Canad. J. Earth Sci.,13,749-773,North America,intrusives,2215,2223,2215,2223,48,-80,17,92,,,4,3,,,40,
775,2263,"Nipissing Diabase, Abitibi Dykes combined",1976,"Roy,J.L., Lapointe,P.L.",Canad. J. Earth Sci.,13,749-773,North America,intrusives,2215,2223,2215,2223,48,-80,40,240,,,5,,,,81,
