RefNo,ResultNo,RockName,Year,Authors,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,QSUM,RSUM,K,A95,B,N
991,3562,Eileen Sandstone,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,"sediments, sandstones",1000,1200,1000,1200,47,-91,13,150.5,3.5,7,3,,18,6.5,5,28
991,3563,Jacobsville Formation,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,"sediments, sandstones",1000,1100,1000,1100,47,-84.5,5,164,7,15,2,,10.5,14,2,14
991,5873,Portage Lake Volcanics,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,extrusives,1000,1100,1000,1100,47,-88.5,26,191,3,5,3,,47,4,6,31
991,3571,Keweenawan Sandstone Dykes,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,sediments,1000,1100,1000,1100,47,-84.5,19,237,33.6,41.4,2,,13.7,25.5,2,4
991,3572,Grenville Metamorphics,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,"metamorphics, gneiss, pyroxenites",900,1100,900,1100,45,-78.5,-9.6,163.7,9.3,14,2,,12,11.4,3,16
920,3613,Sudbury Eruptive,1961,"Hood,P.J.",J.Geophys.Res.,66,1235-1241,North America,"intrusives, norite",1200,1800,1200,1800,46.5,-81,8,278,2,3,3,2,49,2,,33
920,3612,Sudbury Eruptive,1961,"Hood,P.J.",J.Geophys.Res.,66,1235-1241,North America,"intrusives, norite",1200,1800,1200,1800,46.6,-81.4,64,219,8,9,2,2,20,5,,14
941,3631,Kintla Formation,1961,"Norris,D.K., Black,R.F.",Nature,192,933-935,North America,"sediments, redbeds",1100,1400,1100,1400,49,-114.3,7,28,,,3,,111,,3,59
897,5927,Bass Limestone and Hakatai Shale,1960,"Cox,A., Doell,R.R.",Geol.Soc.Amer.Bull.,71,645-768,North America,"sediments, limestone, shale",900,1600,900,1600,36,-112,-4,232,27,33,2,,6,21,,10
861,3688,Belt Supergroup,1960,"Collinson,D.W., Runcorn,S.K.",Geol.Soc.Amer.Bull.,71,915-958,North America,"sediments, redbeds",1100,1400,1100,1400,48,-114,-9,209,8.7,14.1,3,,35,12,6,109
861,3687,Lodore Formation,1960,"Collinson,D.W., Runcorn,S.K.",Geol.Soc.Amer.Bull.,71,915-958,North America,sediments,488,542,488,542,41,-110,27,2,4,7,2,,,7,,11
861,3686,Deadwood Formation,1960,"Collinson,D.W., Runcorn,S.K.",Geol.Soc.Amer.Bull.,71,915-958,North America,sediments,488,542,488,542,42,-107,47,117,4,7,2,,16,7,1,7
861,3690,Bonito Canyon Quartzite,1960,"Collinson,D.W., Runcorn,S.K.",Geol.Soc.Amer.Bull.,71,915-958,North America,"sediments, redbeds",900,1600,900,1600,36,-109,-33,214,2,4,2,,19,4,,16
861,3689,Grand Canyon Series,1960,"Collinson,D.W., Runcorn,S.K.",Geol.Soc.Amer.Bull.,71,915-958,North America,"sediments, limestone, redbeds, shales",900,1600,900,1600,36,-112,-3,203,26,26,2,,12,23,5,67
830,3757,Signal Hill and Blackhead Sandstone,1959,"Nairn, A.E.M., Frost, C.V., Light, B.G.",Nature,183,596-597,North America,sediments,650,1600,650,1600,47.55,-52.67,11,238,10,16,1,,8,14,2,19
921,3624,Tudor Gabbro,1958,"Hood,P.J.","Ph.D Thesis, Univ. of Toronto, Canada",,200pp,North America,"intrusives, gabbro",1090,1130,1090,1130,44.5,-77.5,42,149,5,9,3,,5,9,,11
921,3623,Boulter Intrusion,1958,"Hood,P.J.","Ph.D Thesis, Univ. of Toronto, Canada",,200pp,North America,intrusives,1000,1100,1000,1100,45,-77.5,42,203,5,7,2,,19,5,,8
814,3769,Hazel Formation,1958,"Howell,L.G., Martinez,J.D., Statham,E.H.",Geophysics,23,285-298,North America,sediments,650,1600,650,1600,31,-105,53,187,7,9,2,,35,6,5,15
921,3625,Thanet Gabbro,1958,"Hood,P.J.","Ph.D Thesis, Univ. of Toronto, Canada",,200pp,North America,"intrusives, gabbro",1192,1212,1192,1212,45,-77.5,-28,157,18,22,3,,5,14,,6
921,3626,Umfraville Gabbro,1958,"Hood,P.J.","Ph.D Thesis, Univ. of Toronto, Canada",,200pp,North America,"intrusives, gabbro",1160,1200,1160,1200,45,-78,-1,158,7,10,3,,8,7,,12
384,3768,Freda Sandstone and Nonesuch Shale,1957,"Du Bois,P.M.",Adv.in Phys.,6,177-186,North America,"sediments, redbeds",1000,1092,1000,1092,47,-88.5,9,170,1.5,3,3,,26,3,12,68
384,5891,Jacobsville Sandstone,1957,"Du Bois,P.M.",Adv.in Phys.,6,177-186,North America,"sediments, redbeds",1000,1100,1000,1100,47,-88.5,-17.5,194,6.5,13,2,,11,13,,15
384,5890,Chequamegon Sandstone,1957,"Du Bois,P.M.",Adv.in Phys.,6,177-186,North America,"sediments, sandstones",1000,1200,1000,1200,47,-88.5,69,313,10,11,2,,47,6,2,15
392,3767,Baraga County Dykes,1953,"Graham, J.W.",J.Geophys.Res.,58,243-260,North America,intrusives,1100,1200,1100,1200,46.5,-88.5,45,261,2,2,3,,82,1,2,36
